버리다,verb,A2
번째,unknown,A2
벌,unknown,A2
벌다,verb,A2
벌써,adverb,A2
벗다,verb,A2
벽,noun,A2
변하다,verb,A2
변호사,noun,A2
별,noun,A2
병문안,noun,A2
보라색,noun,A2
보이다,verb,A2
복습,noun,A2
복잡하다,adjective,A2
볶다,verb,A2
볶음밥,noun,A2
봉투,noun,A2
뵙다,verb,A2
부끄럽다,adjective,A2
부드럽다,adjective,A2
부럽다,adjective,A2
부르다,adjective,A2
부부,noun,A2
부분,noun,A2
부인,noun,A2
부자,noun,A2
부장,noun,A2
부족,noun,A2
부지런하다,adjective,A2
부치다,verb,A2
북쪽,noun,A2
분명하다,adjective,A2
분식,noun,A2
분위기,noun,A2
분홍색,noun,A2
불쌍하다,adjective,A2
불안,noun,A2
불편,noun,A2
붉다,adjective,A2
붙다,verb,A2
붙이다,verb,A2
블라우스,noun,A2
비교,noun,A2
비누,noun,A2
비다,verb,A2
비디오,noun,A2
비밀,noun,A2
비슷하다,adjective,A2
빌딩,noun,A2
빠지다,verb,A2
빨간색,noun,A2
빨갛다,adjective,A2
빨다,verb,A2
빨래,noun,A2
빵집,noun,A2
빼다,verb,A2
뽑다,verb,A2
사거리,noun,A2
사계절,noun,A2
사고,noun,A2
사실,noun,A2
사업,noun,A2
사이즈,noun,A2
사장,noun,A2
사탕,noun,A2
사흘,noun,A2
살,noun,A2
삼거리,noun,A2
삼겹살,noun,A2
삼촌,noun,A2
상,noun,A2
상자,noun,A2
상처,noun,A2
상추,noun,A2
상품,noun,A2
새,noun,A2
새로,adverb,A2
새롭다,adjective,A2
새벽,noun,A2
새해,noun,A2
색,noun,A2
색깔,noun,A2
샌드위치,noun,A2
생각나다,verb,A2
생기다,verb,A2
생선,noun,A2
서너,unknown,A2
서다,verb,A2
서두르다,verb,A2
서랍,noun,A2
서로,adverb,A2
서류,noun,A2
서비스,noun,A2
서양,noun,A2
서쪽,noun,A2
섞다,verb,A2
선배,noun,A2
선선하다,adjective,A2
선수,noun,A2
선택,noun,A2
선풍기,noun,A2
설거지,noun,A2
설날,noun,A2
설렁탕,noun,A2
설탕,noun,A2
섬,noun,A2
섭섭하다,adjective,A2
성,noun,A2
성격,noun,A2
성공,noun,A2
성적,noun,A2
성함,noun,A2
세,unknown,A2
세계,noun,A2
세다,adjective,A2
세배,noun,A2
세상,noun,A2
세우다,verb,A2
세탁,noun,A2
세탁기,noun,A2
세탁소,noun,A2
센터,noun,A2
센티미터,unknown,A2
셋째,unknown,A2
소,noun,A2
소고기,noun,A2
소리,noun,A2
소설,noun,A2
소식,noun,A2
소주,noun,A2
소중하다,adjective,A2
소파,noun,A2
소포,noun,A2
소풍,noun,A2
소화제,noun,A2
속,noun,A2
속도,noun,A2
속옷,noun,A2
손가락,noun,A2
손녀,noun,A2
손바닥,noun,A2
손수건,noun,A2
송편,noun,A2
수,noun,A2
수건,noun,A2
수고,noun,A2
수술,noun,A2
수영복,noun,A2
수저,noun,A2
순두부찌개,noun,A2
순서,noun,A2
숟가락,noun,A2
술집,noun,A2
숫자,noun,A2
쉬다,verb,A2
쉰,unknown,A2
스무,unknown,A2
스스로,adverb,A2
스웨터,noun,A2
스카프,noun,A2
스케이트,noun,A2
스키장,noun,A2
스타,noun,A2
스트레스,noun,A2
스파게티,noun,A2
스포츠,noun,A2
슬퍼하다,verb,A2
슬픔,noun,A2
습관,noun,A2
시,noun,A2
시간표,noun,A2
시계,noun,A2
시골,noun,A2
시끄럽다,adjective,A2
시내,noun,A2
시민,noun,A2
시어머니,noun,A2
식구,noun,A2
식다,verb,A2
식빵,noun,A2
식초,noun,A2
식탁,noun,A2
식품,noun,A2
신랑,noun,A2
신부,noun,A2
신분증,noun,A2
신선하다,adjective,A2
신청,noun,A2
신호,noun,A2
신호등,noun,A2
신혼여행,noun,A2
싣다,verb,A2
실수,noun,A2
실패,noun,A2
심다,verb,A2
심심하다,adjective,A2
심하다,adjective,A2
싸다,verb,A2
싸우다,verb,A2
쌀,noun,A2
쌀쌀하다,adjective,A2
쌓다,verb,A2
썰다,verb,A2
쓰다,verb,A2
쓰레기,noun,A2
쓰레기통,noun,A2
씹다,verb,A2
아가씨,noun,A2
아까,adverb,A2
아나운서,noun,A2
아니,unknown,A2
아들,noun,A2
아래쪽,noun,A2
아마,adverb,A2
아무,unknown,A2
아무것,noun,A2
아무리,adverb,A2
아버님,noun,A2
아빠,noun,A2
아줌마,noun,A2
악기,noun,A2
안개,noun,A2
안내문,noun,A2
안다,verb,A2
안되다,verb,A2
안전,noun,A2
안쪽,noun,A2
알맞다,adjective,A2
알아보다,verb,A2
앞쪽,noun,A2
애,noun,A2
애인,noun,A2
앨범,noun,A2
야,unknown,A2
야채,noun,A2
약간,adverb,A2
약사,noun,A2
약하다,adjective,A2
얇다,adjective,A2
양말,noun,A2
양복,noun,A2
양식,noun,A2
양식집,noun,A2
양치질,noun,A2
얘기,noun,A2
어,unknown,A2
어깨,noun,A2
어둡다,adjective,A2
어떠하다,adjective,A2
어른,noun,A2
어리다,adjective,A2
어린아이,noun,A2
어린이,noun,A2
어머님,noun,A2
어울리다,verb,A2
어젯밤,noun,A2
언어,noun,A2
언제나,adverb,A2
얻다,verb,A2
얼다,verb,A2
얼음,noun,A2
엄마,noun,A2
엉덩이,noun,A2
엘리베이터,noun,A2
